Year,State,CPI,Minimum_Wage_State,Minimum_Wage_Federal,Unemployment%_state,GDP_perCap,Inflation_rate,Federal_Interest_Rate,Unemployment_Rate_Federal,Real_GDP_%Change,LFPR,Poverty_Rate
1990,New Jersey,130.7,3.35,3.35,4.5,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,New Mexico,130.7,3.35,3.35,6.7,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,New York,130.7,3.35,3.35,5.2,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,North Carolina,130.7,3.35,3.35,3.5,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,North Dakota,130.7,3.35,3.35,4.2,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Ohio,130.7,3.35,3.35,6.0,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Oklahoma,130.7,3.35,3.35,5.4,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Oregon,130.7,3.35,3.35,5.1,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Pennsylvania,130.7,3.35,3.35,5.2,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Rhode Island,130.7,3.65,3.35,5.4,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,South Carolina,130.7,3.35,3.35,4.7,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,South Dakota,130.7,3.35,3.35,3.7,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Tennessee,130.7,3.35,3.35,5.0,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Texas,130.7,3.35,3.35,6.3,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Utah,130.7,3.35,3.35,4.5,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Vermont,130.7,3.55,3.35,4.0,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Virginia,130.7,3.35,3.35,3.9,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Washington,130.7,3.35,3.35,5.4,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,West Virginia,130.7,3.35,3.35,8.1,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Wisconsin,130.7,3.35,3.35,4.2,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1990,Wyoming,130.7,3.35,3.35,5.5,23888.60001,6.1,8.23,5.4,4.5,83.8,13.148
1991,Alabama,136.2,3.8,3.8,7.2,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Alaska,136.2,4.3,3.8,7.6,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Arizona,136.2,3.8,3.8,4.9,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Arkansas,136.2,3.8,3.8,7.4,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,California,136.2,4.25,3.8,7.1,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Colorado,136.2,3.8,3.8,5.1,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Connecticut,136.2,4.25,3.8,5.9,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Delaware,136.2,3.8,3.8,6.5,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,District of Columbia,136.2,3.8,3.8,7.0,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Florida,136.2,3.8,3.8,7.0,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Georgia,136.2,3.8,3.8,5.7,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Hawaii,136.2,3.85,3.8,2.5,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Idaho,136.2,3.8,3.8,6.4,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Illinois,136.2,3.8,3.8,6.5,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Indiana,136.2,3.8,3.8,5.8,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Iowa,136.2,4.25,3.8,4.8,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Kansas,136.2,3.8,3.8,4.7,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Kentucky,136.2,3.8,3.8,7.1,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Louisiana,136.2,3.8,3.8,7.1,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Maine,136.2,3.85,3.8,7.7,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Maryland,136.2,3.8,3.8,5.7,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Massachusetts,136.2,3.8,3.8,8.1,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Michigan,136.2,3.8,3.8,8.8,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Minnesota,136.2,4.25,3.8,5.1,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Mississippi,136.2,3.8,3.8,8.4,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Missouri,136.2,3.8,3.8,6.8,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Montana,136.2,3.8,3.8,7.0,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Nebraska,136.2,3.8,3.8,2.5,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Nevada,136.2,3.8,3.8,5.6,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,New Hampshire,136.2,3.85,3.8,6.3,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,New Jersey,136.2,3.8,3.8,6.2,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,New Mexico,136.2,3.8,3.8,7.3,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,New York,136.2,3.8,3.8,6.4,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,North Carolina,136.2,3.8,3.8,5.6,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,North Dakota,136.2,3.8,3.8,4.2,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Ohio,136.2,3.8,3.8,6.4,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Oklahoma,136.2,3.8,3.8,6.1,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Oregon,136.2,4.75,3.8,5.8,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Pennsylvania,136.2,3.8,3.8,6.5,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Rhode Island,136.2,4.25,3.8,7.6,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,South Carolina,136.2,3.8,3.8,5.5,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,South Dakota,136.2,3.8,3.8,3.6,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Tennessee,136.2,3.8,3.8,6.2,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Texas,136.2,3.8,3.8,6.8,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Utah,136.2,3.8,3.8,4.6,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Vermont,136.2,3.85,3.8,5.7,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Virginia,136.2,3.8,3.8,5.5,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Washington,136.2,4.25,3.8,5.6,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,West Virginia,136.2,3.8,3.8,10.0,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Wisconsin,136.2,3.8,3.8,5.4,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1991,Wyoming,136.2,3.8,3.8,5.1,24342.2589,3.1,6.91,6.4,-1.9,83.2,13.867999999999999
1992,Alabama,140.3,4.25,4.25,7.5,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Alaska,140.3,4.75,4.25,9.1,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Arizona,140.3,4.25,4.25,7.6,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Arkansas,140.3,4.25,4.25,7.3,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,California,140.3,4.25,4.25,8.6,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Colorado,140.3,4.25,4.25,5.8,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Connecticut,140.3,4.27,4.25,7.2,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Delaware,140.3,4.25,4.25,5.4,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,District of Columbia,140.3,4.25,4.25,8.4,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Florida,140.3,4.25,4.25,8.3,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Georgia,140.3,4.25,4.25,5.3,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Hawaii,140.3,4.25,4.25,3.4,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Idaho,140.3,4.25,4.25,6.5,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Illinois,140.3,4.25,4.25,8.4,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Indiana,140.3,4.25,4.25,5.8,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Iowa,140.3,4.65,4.25,4.7,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Kansas,140.3,4.25,4.25,4.2,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Kentucky,140.3,4.25,4.25,7.1,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Louisiana,140.3,4.25,4.25,7.5,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Maine,140.3,4.25,4.25,7.7,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Maryland,140.3,4.25,4.25,6.5,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Massachusetts,140.3,4.25,4.25,9.0,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Michigan,140.3,4.25,4.25,9.5,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Minnesota,140.3,4.25,4.25,5.0,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Mississippi,140.3,4.25,4.25,8.1,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Missouri,140.3,4.25,4.25,6.2,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Montana,140.3,4.25,4.25,6.9,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Nebraska,140.3,4.25,4.25,2.8,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Nevada,140.3,4.25,4.25,6.5,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,New Hampshire,140.3,4.25,4.25,7.1,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,New Jersey,140.3,4.25,4.25,7.7,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,New Mexico,140.3,4.25,4.25,7.3,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,New York,140.3,4.25,4.25,8.2,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,North Carolina,140.3,4.25,4.25,6.3,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,North Dakota,140.3,4.25,4.25,4.4,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Ohio,140.3,4.25,4.25,6.9,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Oklahoma,140.3,4.25,4.25,6.1,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Oregon,140.3,4.75,4.25,7.2,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Pennsylvania,140.3,4.25,4.25,7.4,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Rhode Island,140.3,4.45,4.25,9.1,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,South Carolina,140.3,4.25,4.25,6.7,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,South Dakota,140.3,4.25,4.25,3.4,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Tennessee,140.3,4.25,4.25,6.8,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Texas,140.3,4.25,4.25,7.5,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Utah,140.3,4.25,4.25,4.9,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Vermont,140.3,4.25,4.25,6.2,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Virginia,140.3,4.25,4.25,6.3,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Washington,140.3,4.25,4.25,6.8,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,West Virginia,140.3,4.25,4.25,11.4,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Wisconsin,140.3,4.25,4.25,5.0,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1992,Wyoming,140.3,4.25,4.25,5.4,25418.99078,2.9,4.03,7.3,4.8,83.5,14.367999999999999
1993,Alabama,144.5,4.25,4.25,7.5,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Alaska,144.5,4.75,4.25,8.0,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Arizona,144.5,4.25,4.25,7.1,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Arkansas,144.5,4.25,4.25,6.4,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,California,144.5,4.25,4.25,9.8,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Colorado,144.5,4.25,4.25,6.0,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Connecticut,144.5,4.27,4.25,7.1,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Delaware,144.5,4.25,4.25,4.8,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,District of Columbia,144.5,4.25,4.25,8.6,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Florida,144.5,4.25,4.25,7.9,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Georgia,144.5,4.25,4.25,6.1,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Hawaii,144.5,4.25,4.25,4.6,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Idaho,144.5,4.25,4.25,6.3,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Illinois,144.5,4.25,4.25,7.5,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Indiana,144.5,4.25,4.25,5.7,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Iowa,144.5,4.65,4.25,4.3,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Kansas,144.5,4.25,4.25,4.8,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Kentucky,144.5,4.25,4.25,6.6,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Louisiana,144.5,4.25,4.25,7.5,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Maine,144.5,4.25,4.25,6.9,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Maryland,144.5,4.25,4.25,6.1,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Massachusetts,144.5,4.25,4.25,8.2,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Michigan,144.5,4.25,4.25,7.6,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Minnesota,144.5,4.25,4.25,5.0,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Mississippi,144.5,4.25,4.25,7.2,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Missouri,144.5,4.25,4.25,6.2,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Montana,144.5,4.25,4.25,6.4,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Nebraska,144.5,4.25,4.25,2.9,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Nevada,144.5,4.25,4.25,6.9,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,New Hampshire,144.5,4.25,4.25,7.2,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,New Jersey,144.5,4.25,4.25,8.5,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,New Mexico,144.5,4.25,4.25,7.3,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,New York,144.5,4.25,4.25,8.4,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,North Carolina,144.5,4.25,4.25,5.7,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,North Dakota,144.5,4.25,4.25,4.5,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Ohio,144.5,4.25,4.25,7.2,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Oklahoma,144.5,4.25,4.25,5.5,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Oregon,144.5,4.75,4.25,7.2,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Pennsylvania,144.5,4.25,4.25,7.2,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Rhode Island,144.5,4.45,4.25,8.1,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,South Carolina,144.5,4.25,4.25,7.1,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,South Dakota,144.5,4.25,4.25,3.6,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Tennessee,144.5,4.25,4.25,6.3,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Texas,144.5,4.25,4.25,7.6,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Utah,144.5,4.25,4.25,4.5,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Vermont,144.5,4.25,4.25,6.0,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Virginia,144.5,4.25,4.25,5.6,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Washington,144.5,4.25,4.25,7.6,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,West Virginia,144.5,4.25,4.25,10.7,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Wisconsin,144.5,4.25,4.25,4.6,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1993,Wyoming,144.5,4.25,4.25,5.2,26387.29373,2.7,3.02,7.3,0.8,83.3,14.629999999999999
1994,Alabama,148.2,4.25,4.25,6.7,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Alaska,148.2,4.75,4.25,7.8,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Arizona,148.2,4.25,4.25,6.2,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Arkansas,148.2,4.25,4.25,5.8,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,California,148.2,4.25,4.25,9.3,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Colorado,148.2,4.25,4.25,4.8,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Connecticut,148.2,4.27,4.25,5.8,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Delaware,148.2,4.25,4.25,5.2,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,District of Columbia,148.2,4.25,4.25,8.3,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Florida,148.2,4.25,4.25,7.0,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Georgia,148.2,4.25,4.25,5.6,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Hawaii,148.2,5.25,4.25,4.9,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Idaho,148.2,4.25,4.25,5.6,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Illinois,148.2,4.25,4.25,6.6,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Indiana,148.2,4.25,4.25,4.8,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Iowa,148.2,4.65,4.25,3.9,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Kansas,148.2,4.25,4.25,5.0,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Kentucky,148.2,4.25,4.25,5.6,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Louisiana,148.2,4.25,4.25,7.9,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Maine,148.2,4.25,4.25,6.7,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Maryland,148.2,4.25,4.25,5.6,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Massachusetts,148.2,4.25,4.25,6.6,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Michigan,148.2,4.25,4.25,7.2,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Minnesota,148.2,4.25,4.25,4.5,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Mississippi,148.2,4.25,4.25,6.5,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Missouri,148.2,4.25,4.25,5.7,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Montana,148.2,4.25,4.25,5.7,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Nebraska,148.2,4.25,4.25,2.7,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Nevada,148.2,4.25,4.25,6.5,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,New Hampshire,148.2,4.25,4.25,5.0,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,New Jersey,148.2,5.05,4.25,7.2,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,New Mexico,148.2,4.25,4.25,6.7,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,New York,148.2,4.25,4.25,7.6,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,North Carolina,148.2,4.25,4.25,4.6,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,North Dakota,148.2,4.25,4.25,4.1,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Ohio,148.2,4.25,4.25,6.4,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Oklahoma,148.2,4.25,4.25,5.7,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Oregon,148.2,4.75,4.25,6.2,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Pennsylvania,148.2,4.25,4.25,6.7,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Rhode Island,148.2,4.45,4.25,7.2,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,South Carolina,148.2,4.25,4.25,6.9,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,South Dakota,148.2,4.25,4.25,3.4,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Tennessee,148.2,4.25,4.25,5.2,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Texas,148.2,4.25,4.25,7.0,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Utah,148.2,4.25,4.25,3.7,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Vermont,148.2,4.25,4.25,4.5,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Virginia,148.2,4.25,4.25,5.0,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Washington,148.2,4.25,4.25,6.7,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,West Virginia,148.2,4.25,4.25,9.8,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Wisconsin,148.2,4.25,4.25,4.5,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1994,Wyoming,148.2,4.25,4.25,5.3,27694.85342,2.7,3.05,6.6,4.0,83.4,14.042
1995,Alabama,152.4,4.25,4.25,5.9,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Alaska,152.4,4.75,4.25,7.1,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Arizona,152.4,4.25,4.25,5.5,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Arkansas,152.4,4.25,4.25,4.9,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,California,152.4,4.25,4.25,7.8,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Colorado,152.4,4.25,4.25,3.6,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Connecticut,152.4,4.27,4.25,5.3,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Delaware,152.4,4.25,4.25,4.0,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,District of Columbia,152.4,4.25,4.25,7.9,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Florida,152.4,4.25,4.25,5.7,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Georgia,152.4,4.25,4.25,4.5,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Hawaii,152.4,5.25,4.25,5.0,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Idaho,152.4,4.25,4.25,5.5,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Illinois,152.4,4.25,4.25,5.1,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Indiana,152.4,4.25,4.25,4.2,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
1995,Iowa,152.4,4.65,4.25,3.4,28690.8757,2.5,5.53,5.6,1.4,83.5,13.306000000000001
